game_date,pts,team1-1-power-forward,team1-1-point-guard,team1-1-shooting-guard,team1-1-small-forward,team1-1-center,team1-1-power-forward-exp,team1-1-point-guard-exp,team1-1-shooting-guard-exp,team1-1-small-forward-exp,team1-1-center-exp,team1-2-power-forward,team1-2-point-guard,team1-2-shooting-guard,team1-2-small-forward,team1-2-center,team1-2-power-forward-exp,team1-2-point-guard-exp,team1-2-shooting-guard-exp,team1-2-small-forward-exp,team1-2-center-exp,team2-1-power-forward,team2-1-point-guard,team2-1-shooting-guard,team2-1-small-forward,team2-1-center,team2-1-power-forward-exp,team2-1-point-guard-exp,team2-1-shooting-guard-exp,team2-1-small-forward-exp,team2-1-center-exp,team2-2-power-forward,team2-2-point-guard,team2-2-shooting-guard,team2-2-small-forward,team2-2-center,team2-2-power-forward-exp,team2-2-point-guard-exp,team2-2-shooting-guard-exp,team2-2-small-forward-exp,team2-2-center-exp,team2,team1
2011,97,10,45,71,1,76,7,8,2,7,3,50,26,70,69,69,7,12,10,15,14,95,65,103,56,68,R,12,7,3,12,20,11,41,56,56,11,1,1,3,3,PHI,MIA
2011,89,95,65,103,56,68,R,12,7,3,12,20,11,41,56,56,11,1,1,3,3,10,45,71,1,76,7,8,2,7,3,50,26,70,69,69,7,12,10,15,14,MIA,PHI
2011,93,106,20,20,54,21,9,9,12,1,3,36,57,25,51,2,2,6,6,10,6,102,26,18,66,78,4,12,10,R,9,80,42,33,16,8,5,1,R,6,3,ATL,ORL
2011,103,102,26,18,66,78,4,12,10,R,9,80,42,33,16,8,5,1,R,6,3,106,20,20,54,21,9,9,12,1,3,36,57,25,51,2,2,6,6,10,6,ORL,ATL
2011,99,89,15,39,3,14,11,1,8,5,2,35,40,63,47,87,1,6,R,11,4,13,1,85,37,17,8,2,7,4,3,14,44,59,49,58,6,3,7,8,1,CHI,IND
2011,104,13,1,85,37,17,8,2,7,4,3,14,44,59,49,58,6,3,7,8,1,89,15,39,3,14,11,1,8,5,2,35,40,63,47,87,1,6,R,11,4,IND,CHI
2010,83,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,79,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,67,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,89,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,92,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,86,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,89,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,96,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,84,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,91,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,103,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,94,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,102,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,LAL
2010,89,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,BOS
2010,103,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,111,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,96,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,84,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,103,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,101,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,113,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,92,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,106,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,115,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,92,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,96,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,109,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,118,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,71,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,94,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,112,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,124,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,92,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,95,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,107,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,PHX
2010,128,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,LAL
2010,88,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,ORL
2010,92,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,BOS
2010,94,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,85,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,88,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,120,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,84,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,ATL
2010,98,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,ORL
2010,111,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,LAL
2010,96,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,UTA
2010,87,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,97,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,101,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,SAS
2010,107,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,PHX
2010,105,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,ORL
2010,75,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,ATL
2010,111,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,LAL
2010,110,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,UTA
2010,124,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,95,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,110,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,PHX
2010,96,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,SAS
2010,112,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,ORL
2010,98,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,ATL
2010,110,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,PHX
2010,102,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,SAS
2010,114,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,ORL
2010,71,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,ATL
2010,111,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,LAL
2010,103,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,UTA
2010,104,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,86,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,111,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,PHX
2010,102,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,SAS
2010,95,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,74,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,104,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,LAL
2010,99,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,UTA
2010,101,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,CLE
2010,93,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,BOS
2010,94,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,OKC
2010,95,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,OKC,LAL
2010,104,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,DEN
2010,112,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,DEN,UTA
2010,69,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,83,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,99,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,POR,PHX
2010,90,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,POR
2010,97,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,DAL,SAS
2010,87,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,DAL
2010,116,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,DEN
2010,102,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,DEN,UTA
2010,87,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,91,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,81,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,DAL,SAS
2010,103,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,DAL
2010,94,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,CHI
2010,96,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,CHI,CLE
2010,96,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,MIA,BOS
2010,86,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,MIA
2010,87,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,OKC
2010,111,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,OKC,LAL
2010,90,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,CHA
2010,99,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,CHA,ORL
2010,111,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,104,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,107,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,POR,PHX
2010,88,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,POR
2010,89,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,DAL
2010,92,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,DAL,SAS
2010,117,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,DEN,UTA
2010,106,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,DEN
2010,92,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,MIA,BOS
2010,101,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,MIA
2010,98,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,CHI
2010,121,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,CHI,CLE
2010,90,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,CHA,ORL
2010,86,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,CHA
2010,110,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,OKC
2010,89,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,OKC,LAL
2010,89,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,107,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,87,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,POR,PHX
2010,96,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,POR
2010,93,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,UTA,DEN
2010,105,7,60,91,32,69,7,R,R,3,2,32,49,63,19,79,3,R,6,8,1,94,3,48,72,60,8,12,2,3,4,63,59,54,55,2,7,10,R,4,6,DEN,UTA
2010,98,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,MIA
2010,100,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,MIA,BOS
2010,94,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,DAL,SAS
2010,90,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,DAL
2010,101,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,LAL,OKC
2010,96,10,29,88,2,10,8,3,4,13,4,36,38,88,65,88,10,3,4,2,4,64,49,97,57,40,5,R,R,9,R,1,67,41,18,82,2,12,R,2,R,OKC,LAL
2010,89,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,PHX,POR
2010,108,70,8,45,62,83,3,13,6,R,8,34,103,18,38,29,4,R,8,2,1,89,36,52,28,6,R,6,1,6,3,39,69,3,27,34,1,4,3,4,13,POR,PHX
2010,106,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,CHI,CLE
2010,108,12,51,59,74,64,5,2,7,1,2,48,45,34,10,26,R,6,6,7,11,104,56,74,69,35,1,1,3,R,11,9,47,99,1,17,11,5,R,6,17,CLE,CHI
2010,102,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,DAL,SAS
2010,88,35,39,60,9,42,7,R,3,7,13,56,20,98,15,25,5,15,6,6,8,91,17,83,50,33,3,1,6,R,R,29,66,84,66,36,8,13,14,13,5,SAS,DAL
2010,77,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,ORL,CHA
2010,92,53,54,14,31,58,1,12,11,6,2,65,44,26,23,4,4,10,5,11,5,45,51,72,60,38,3,2,1,R,8,28,28,31,54,20,4,4,9,4,6,CHA,ORL
2010,96,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,MIL,ATL
2010,86,104,66,71,10,9,1,5,5,7,4,85,19,33,35,83,14,6,4,14,6,84,25,9,71,86,14,11,9,1,8,16,61,76,40,12,5,R,6,4,2,ATL,MIL
2010,77,20,28,64,29,68,1,10,1,9,2,42,43,80,43,75,6,7,2,5,9,58,23,16,64,24,2,4,13,R,6,22,13,75,7,56,14,3,5,11,3,BOS,MIA
